accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,host_age_days,days_since_last_review,avg_review_score,accommodates_bedrooms,min_nights_reviews,season,distance_to_center_km,host_is_superhost,instant_bookable,host_has_profile_pic_binary,host_identity_verified_binary,Has_Wifi,Has_Kitchen,Has_Heating,Has_TV,Has_Essentials,Has_Hair_Dryer,Has_Iron,Has_Free_Parking,Has_Hangers,Has_Laptop_Friendly_Workspace,price
2,1.0,1.0,1.0,90,730,32,4.91,4029,178.0,4.858571428571429,2.0,2880,0.0,0.9623513627887926,t,f,1,1,0,0,0,0,0,0,0,0,0,0,170.0
5,1.0,2.0,2.0,2,1125,467,4.94,4894,9.0,4.954285714285715,10.0,934,2.0,4.067795042022971,t,f,1,1,0,0,0,0,0,0,0,0,0,0,184.0
2,1.0,1.0,1.0,90,365,5,5.0,3910,175.0,5.0,2.0,450,0.0,0.9687317135020045,t,f,1,1,0,0,0,0,0,0,0,0,0,0,135.0
8,4.0,4.0,4.0,3,35,41,5.0,4861,197.0,4.951428571428571,32.0,123,0.0,5.573983844151823,f,f,1,1,0,0,0,0,0,0,0,0,0,0,1350.0
6,2.5,3.0,3.0,14,95,27,4.93,4612,1350.0,4.871428571428572,18.0,378,3.0,4.572351065327662,f,f,1,1,0,0,0,0,0,0,0,0,0,0,1500.0
4,1.0,2.0,2.0,90,1125,41,4.5,2922,168.0,4.642857142857143,8.0,3690,0.0,4.006328025504574,f,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
2,1.0,1.0,1.0,2,1125,17,4.88,4379,5.0,4.905714285714285,2.0,34,2.0,0.3835305515440461,f,f,1,1,0,0,0,0,0,0,0,0,0,0,206.0
2,1.0,1.0,1.0,5,180,111,4.82,3998,23.0,4.847142857142858,2.0,555,2.0,6.215874400970247,t,f,1,1,0,0,0,0,0,0,0,0,0,0,82.0
10,2.5,4.0,4.0,3,1125,103,4.9,3905,6.0,4.898571428571429,40.0,309,2.0,3.1812597413581116,t,t,1,1,0,0,0,0,0,0,0,0,0,0,695.0
2,1.0,2.0,1.0,90,1125,90,4.91,3713,77.0,4.9471428571428575,4.0,8100,1.0,3.65622299394422,t,f,1,1,0,0,0,0,0,0,0,0,0,0,145.0
2,1.0,1.0,1.0,90,365,21,4.48,5122,143.0,4.532857142857142,2.0,1890,0.0,6.727079583384539,f,t,1,1,0,0,0,0,0,0,0,0,0,0,70.0
4,1.5,2.0,2.0,90,1125,66,4.95,3677,249.0,4.897142857142858,8.0,5940,3.0,6.682029629730831,t,f,1,1,0,0,0,0,0,0,0,0,0,0,250.0
4,2.0,2.0,2.0,90,365,282,4.87,5388,113.0,4.835714285714286,8.0,25380,1.0,0.9632798649101764,t,f,1,1,0,0,0,0,0,0,0,0,0,0,85.0
2,1.0,1.0,1.0,95,730,8,5.0,3674,296.0,4.927142857142857,2.0,760,3.0,0.9230591929482895,t,f,1,1,0,0,0,0,0,0,0,0,0,0,139.0
6,2.5,3.0,3.0,5,35,64,4.95,3671,195.0,4.957142857142857,18.0,320,0.0,4.523997921629259,f,f,1,1,0,0,0,0,0,0,0,0,0,0,585.0
4,2.0,2.0,2.0,90,1000,45,4.73,3660,1341.0,4.777142857142857,8.0,4050,3.0,2.2675289925268602,f,f,1,1,0,0,0,0,0,0,0,0,0,0,120.0
2,1.0,0.0,1.0,7,45,274,4.87,5198,13.0,4.8914285714285715,0.0,1918,2.0,4.227203505843517,t,f,1,1,0,0,0,0,0,0,0,0,0,0,118.0
3,1.0,0.0,1.0,28,28,76,4.92,3654,5.0,4.93,0.0,2128,2.0,6.366239160866313,t,f,1,1,0,0,0,0,0,0,0,0,0,0,82.0
3,1.0,2.0,2.0,3,59,356,4.92,4305,20.0,4.909999999999999,6.0,1068,2.0,2.0868712829097427,t,f,1,1,0,0,0,0,0,0,0,0,0,0,325.0
4,2.0,2.0,2.0,399,399,0,4.89,5450,0.0,4.892857142857143,8.0,0,,0.5428267445208089,f,f,1,0,0,0,0,0,0,0,0,0,0,0,256.0
2,1.0,1.0,1.0,3,120,179,4.92,3646,24.0,4.887142857142857,2.0,537,1.0,2.118432775302697,t,f,1,0,0,0,0,0,0,0,0,0,0,0,172.0
6,1.5,2.0,3.0,30,1100,182,4.9,3919,11.0,4.872857142857143,12.0,5460,2.0,5.460944991084713,t,f,1,1,0,0,0,0,0,0,0,0,0,0,309.0
2,1.5,1.0,1.0,5,180,25,4.8,3644,196.0,4.808571428571428,2.0,125,0.0,5.322028834023956,t,f,1,1,0,0,0,0,0,0,0,0,0,0,190.0
2,1.0,0.0,2.0,2,30,32,4.91,3641,9.0,4.818571428571429,0.0,64,2.0,0.9819169716654367,t,f,0,1,0,0,0,0,0,0,0,0,0,0,234.0
4,1.0,2.0,2.0,90,1125,71,4.83,3677,280.0,4.855714285714286,8.0,6390,3.0,6.8024556239661305,t,f,1,1,0,0,0,0,0,0,0,0,0,0,220.0
3,1.0,1.0,1.0,90,1125,80,4.88,3973,367.0,4.862857142857144,3.0,7200,2.0,6.734900203747232,f,f,1,1,0,0,0,0,0,0,0,0,0,0,134.0
2,1.0,1.0,1.0,1,180,241,4.91,3868,4.0,4.895714285714285,2.0,241,2.0,1.7243238602030886,t,f,1,1,0,0,0,0,0,0,0,0,0,0,139.0
3,1.0,1.0,2.0,1,100,91,4.97,4064,22.0,4.941428571428572,3.0,91,2.0,6.702966564153952,t,f,1,1,0,0,0,0,0,0,0,0,0,0,256.0
2,1.0,1.0,1.0,2,30,261,4.82,3955,16.0,4.861428571428571,2.0,522,2.0,4.395581736716286,t,f,1,1,0,0,0,0,0,0,0,0,0,0,143.0
3,1.0,1.0,1.0,3,360,102,4.6,3611,24.0,4.698571428571428,3.0,306,1.0,5.295782296692943,f,t,1,0,0,0,0,0,0,0,0,0,0,0,106.0
2,1.0,1.0,1.0,3,360,138,4.73,3611,9.0,4.787142857142858,2.0,414,2.0,5.315445377496891,f,t,1,0,0,0,0,0,0,0,0,0,0,0,112.0
2,1.0,1.0,1.0,3,14,93,4.94,3607,31.0,4.935714285714286,2.0,279,1.0,6.69839441530208,t,f,1,1,0,0,0,0,0,0,0,0,0,0,190.0
3,1.0,1.0,1.0,3,365,115,4.67,3611,38.0,4.738571428571428,3.0,345,1.0,5.392383262944866,f,t,1,0,0,0,0,0,0,0,0,0,0,0,134.0
2,1.0,1.0,1.0,2,31,197,4.9,3884,21.0,4.928571428571429,2.0,394,2.0,3.510572419105973,t,f,1,1,0,0,0,0,0,0,0,0,0,0,117.0
2,1.0,1.0,1.0,1,1125,244,4.82,3597,9.0,4.83142857142857,2.0,244,2.0,0.9642741449024591,t,f,1,1,0,0,0,0,0,0,0,0,0,0,320.0
2,1.0,1.0,1.0,3,60,28,4.86,3612,25.0,4.868571428571428,2.0,84,1.0,3.756526327822989,f,f,1,1,0,0,0,0,0,0,0,0,0,0,97.0
1,1.0,1.0,1.0,90,1125,63,4.68,3592,66.0,4.771428571428571,1.0,5670,1.0,7.75578167783256,t,f,1,0,0,0,0,0,0,0,0,0,0,0,44.0
2,1.0,1.0,1.0,3,31,259,4.9,4067,18.0,4.811428571428571,2.0,777,2.0,2.096364338533113,t,f,1,1,0,0,0,0,0,0,0,0,0,0,201.0
2,1.0,1.0,1.0,90,380,62,4.84,3595,54.0,4.83142857142857,2.0,5580,1.0,7.220513129050191,f,f,1,1,0,0,0,0,0,0,0,0,0,0,27.0
1,1.0,1.0,1.0,90,1125,71,4.66,3592,53.0,4.779999999999999,1.0,6390,1.0,7.763395075893849,t,f,1,0,0,0,0,0,0,0,0,0,0,0,44.0
2,1.0,1.0,1.0,90,1125,66,4.83,3592,128.0,4.874285714285714,2.0,5940,0.0,7.781927184142077,t,f,1,0,0,0,0,0,0,0,0,0,0,0,58.0
2,1.0,1.0,1.0,90,1125,59,4.66,3592,216.0,4.785714285714286,2.0,5310,3.0,7.852855921210161,t,f,1,0,0,0,0,0,0,0,0,0,0,0,58.0
1,1.0,1.0,1.0,90,1125,37,4.76,3592,755.0,4.848571428571428,1.0,3330,1.0,7.9739127345008205,t,f,1,0,0,0,0,0,0,0,0,0,0,0,49.0
6,1.0,2.0,3.0,90,1125,101,4.82,3592,1060.0,4.865714285714286,12.0,9090,2.0,7.783997041778556,t,f,1,0,0,0,0,0,0,0,0,0,0,0,148.0
4,1.0,1.0,2.0,1,120,87,4.83,3584,9.0,4.807142857142857,4.0,87,2.0,0.3919782787313048,t,f,1,1,0,0,0,0,0,0,0,0,0,0,240.0
1,1.5,1.0,1.0,90,180,62,4.94,3581,115.0,4.8914285714285715,1.0,5580,1.0,5.034527297409327,t,f,1,0,0,0,0,0,0,0,0,0,0,0,52.0
4,1.0,2.0,2.0,90,365,36,4.97,3910,128.0,4.922857142857143,8.0,3240,0.0,0.9389120363480317,t,f,1,1,0,0,0,0,0,0,0,0,0,0,160.0
2,1.0,1.0,1.0,2,10,414,4.99,3564,9.0,4.972857142857143,2.0,828,2.0,4.913049389368152,t,f,1,1,0,0,0,0,0,0,0,0,0,0,140.0
2,1.0,0.0,1.0,2,27,618,4.93,3557,15.0,4.910000000000001,0.0,1236,2.0,1.9150418392277797,t,f,1,1,0,0,0,0,0,0,0,0,0,0,215.0
4,1.0,2.0,2.0,90,270,103,4.89,3557,85.0,4.8585714285714285,8.0,9270,1.0,1.0984129415239308,t,f,1,1,0,0,0,0,0,0,0,0,0,0,191.0
4,1.0,1.0,1.0,3,40,165,4.97,3999,12.0,4.9471428571428575,4.0,495,2.0,2.6750090342450794,t,f,1,1,0,0,0,0,0,0,0,0,0,0,190.0
3,1.0,1.0,1.0,90,1125,109,4.82,4194,54.0,4.76,3.0,9810,1.0,3.7436366021141354,t,f,1,1,0,0,0,0,0,0,0,0,0,0,130.0
2,1.0,1.0,2.0,90,365,31,4.9,4887,304.0,4.937142857142858,2.0,2790,2.0,3.1317532721673724,t,f,1,1,0,0,0,0,0,0,0,0,0,0,75.0
5,1.0,2.0,3.0,5,1125,190,4.91,3539,9.0,4.9157142857142855,10.0,950,2.0,6.274480685087947,t,f,1,1,0,0,0,0,0,0,0,0,0,0,211.0
4,1.0,2.0,2.0,3,60,353,4.82,3814,22.0,4.86,8.0,1059,2.0,3.3456568481606337,f,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
2,1.5,1.0,3.0,5,30,142,4.97,3974,31.0,4.958571428571429,2.0,710,1.0,6.887036625667812,t,f,1,1,0,0,0,0,0,0,0,0,0,0,86.0
2,1.0,1.0,1.0,90,730,17,4.82,4584,24.0,4.721428571428572,2.0,1530,1.0,1.4673496096183751,f,f,1,1,0,0,0,0,0,0,0,0,0,0,97.0
1,1.0,1.0,1.0,186,365,0,4.89,3519,0.0,4.892857142857143,1.0,0,,5.220254241626789,f,f,1,1,0,0,0,0,0,0,0,0,0,0,68.0
3,1.0,2.0,2.0,90,500,42,4.95,3854,633.0,4.888571428571429,6.0,3780,3.0,0.18560784450594692,t,f,1,1,0,0,0,0,0,0,0,0,0,0,160.0
2,1.5,1.0,1.0,3,1125,18,5.0,3997,107.0,4.974285714285714,2.0,54,1.0,3.7794703103959026,f,f,1,1,0,0,0,0,0,0,0,0,0,0,328.0
2,0.0,1.0,1.0,2,1125,16,4.63,5033,198.0,4.68,2.0,32,0.0,2.3367917806737055,f,f,1,1,0,0,0,0,0,0,0,0,0,0,124.0
2,1.0,1.0,1.0,4,90,138,4.83,4278,20.0,4.8500000000000005,2.0,552,2.0,4.024600251827374,t,f,1,1,0,0,0,0,0,0,0,0,0,0,206.0
2,1.0,1.0,1.0,180,365,52,4.94,3969,69.0,4.934285714285715,2.0,9360,1.0,0.8584850788050894,t,f,1,1,0,0,0,0,0,0,0,0,0,0,276.0
2,1.0,1.0,1.0,2,365,89,4.98,3486,13.0,4.958571428571429,2.0,178,2.0,5.179380243241125,t,f,1,1,0,0,0,0,0,0,0,0,0,0,115.0
4,2.5,2.0,2.0,2,1125,28,4.93,3997,19.0,4.912857142857143,8.0,56,2.0,3.7652788212517434,f,f,1,1,0,0,0,0,0,0,0,0,0,0,365.0
2,1.0,0.0,1.0,2,4,362,4.88,4462,11.0,4.9071428571428575,0.0,724,2.0,1.1940633229044455,t,f,1,1,0,0,0,0,0,0,0,0,0,0,223.0
2,1.0,1.0,1.0,90,730,96,4.46,3689,42.0,4.534285714285715,2.0,8640,1.0,1.0310239080843415,t,f,1,1,0,0,0,0,0,0,0,0,0,0,100.0
6,2.0,2.0,3.0,90,730,69,4.96,4289,262.0,4.932857142857143,12.0,6210,3.0,0.21101074660316704,t,f,1,1,0,0,0,0,0,0,0,0,0,0,485.0
4,1.0,2.0,2.0,90,180,24,4.96,3425,53.0,4.965714285714286,8.0,2160,1.0,5.472454403729795,t,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
3,1.0,1.0,2.0,3,730,210,4.89,3437,28.0,4.817142857142857,3.0,630,1.0,0.9725684312623593,t,f,1,1,0,0,0,0,0,0,0,0,0,0,213.0
4,1.0,1.0,2.0,3,30,274,4.86,3419,23.0,4.898571428571429,4.0,822,2.0,0.6080862008548259,t,f,1,1,0,0,0,0,0,0,0,0,0,0,315.0
6,1.0,2.0,3.0,90,90,173,4.72,3628,277.0,4.817142857142857,12.0,15570,3.0,5.215945528929329,f,f,1,1,0,0,0,0,0,0,0,0,0,0,119.0
4,1.0,1.0,2.0,365,365,31,4.97,4449,2499.0,4.93,4.0,11315,2.0,1.962887961838675,f,f,1,1,0,0,0,0,0,0,0,0,0,0,135.0
1,1.0,1.0,1.0,90,730,54,4.83,3663,24.0,4.801428571428572,1.0,4860,1.0,7.142740744955558,t,f,1,1,0,0,0,0,0,0,0,0,0,0,40.0
6,2.0,2.0,5.0,90,365,153,4.82,3922,72.0,4.8185714285714285,12.0,13770,1.0,3.8155255989686654,t,f,1,1,0,0,0,0,0,0,0,0,0,0,420.0
6,1.0,2.0,4.0,3,180,28,4.68,3400,2118.0,4.777142857142857,12.0,84,3.0,5.092958025326477,f,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
2,1.0,0.0,1.0,90,90,36,4.81,3781,4.0,4.8342857142857145,0.0,3240,2.0,0.4047486197905334,f,f,1,1,0,0,0,0,0,0,0,0,0,0,239.0
6,1.0,3.0,4.0,5,730,28,4.75,4767,309.0,4.805714285714286,18.0,140,2.0,4.549287076503996,f,t,1,1,0,0,0,0,0,0,0,0,0,0,452.0
6,1.5,3.0,3.0,3,21,166,4.95,4080,23.0,4.930000000000001,18.0,498,2.0,2.4743609918026785,t,f,1,1,0,0,0,0,0,0,0,0,0,0,508.0
4,1.0,2.0,2.0,5,28,197,4.99,4248,24.0,4.9799999999999995,8.0,985,1.0,4.427407020542582,t,f,1,1,0,0,0,0,0,0,0,0,0,0,350.0
2,1.0,1.0,2.0,90,1125,15,4.4,4085,55.0,4.448571428571428,2.0,1350,1.0,2.8352783797406396,f,f,1,1,0,0,0,0,0,0,0,0,0,0,72.0
2,1.0,0.0,2.0,3,60,296,4.94,3882,10.0,4.910000000000001,0.0,888,2.0,5.605831211475062,t,f,1,1,0,0,0,0,0,0,0,0,0,0,105.0
1,1.0,1.0,1.0,90,730,15,4.8,3388,54.0,4.771428571428571,1.0,1350,1.0,5.695260573071319,t,f,1,1,0,0,0,0,0,0,0,0,0,0,50.0
6,2.0,3.0,3.0,3,1125,167,4.95,3424,14.0,4.925714285714286,18.0,501,2.0,4.177419305581747,f,f,1,1,0,0,0,0,0,0,0,0,0,0,767.0
5,1.0,2.0,3.0,2,1125,212,4.9,3435,6.0,4.922857142857143,10.0,424,2.0,4.931688130257925,t,f,1,1,0,0,0,0,0,0,0,0,0,0,194.0
2,1.0,0.0,1.0,90,365,50,4.82,3369,73.0,4.845714285714286,0.0,4500,1.0,1.2155911778013786,t,f,1,1,0,0,0,0,0,0,0,0,0,0,99.0
2,1.0,1.0,1.0,5,1125,262,4.92,3645,25.0,4.925714285714286,2.0,1310,1.0,6.39464934685406,t,t,1,1,0,0,0,0,0,0,0,0,0,0,254.0
4,1.0,2.0,2.0,90,1124,46,4.89,4574,99.0,4.904285714285715,8.0,4140,1.0,0.4267932589352419,,f,1,1,0,0,0,0,0,0,0,0,0,0,175.0
4,1.0,2.0,3.0,90,365,213,4.74,4717,196.0,4.752857142857143,8.0,19170,0.0,4.479202472184639,f,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
5,2.0,2.0,3.0,2,90,290,4.92,3349,9.0,4.892857142857143,10.0,580,2.0,5.77080965066887,t,f,1,1,0,0,0,0,0,0,0,0,0,0,214.0
5,2.0,2.0,3.0,2,1125,279,4.69,5056,20.0,4.775714285714286,10.0,558,2.0,0.56064444571733,f,f,1,1,0,0,0,0,0,0,0,0,0,0,457.0
4,2.0,2.0,2.0,90,90,0,4.89,3348,0.0,4.892857142857143,8.0,0,,0.40718279747364694,f,f,1,1,0,0,0,0,0,0,0,0,0,0,300.0
11,3.0,5.0,6.0,2,350,72,4.82,3054,198.0,4.85,55.0,144,0.0,4.247384125305158,t,t,1,1,0,0,0,0,0,0,0,0,0,0,2850.0
6,2.5,3.0,4.0,5,28,35,4.97,3902,22.0,4.927142857142857,18.0,175,2.0,4.110685177457122,t,f,1,1,0,0,0,0,0,0,0,0,0,0,289.0
4,1.0,1.0,2.0,1,30,507,4.86,4121,23.0,4.902857142857143,4.0,507,2.0,3.4213685275240984,t,t,1,1,0,0,0,0,0,0,0,0,0,0,234.0
4,2.0,2.0,2.0,3,35,45,4.93,3446,16.0,4.9557142857142855,8.0,135,2.0,3.7414824499362638,t,f,1,1,0,0,0,0,0,0,0,0,0,0,311.0
2,1.0,1.0,1.0,3,30,62,4.85,3962,42.0,4.857142857142857,2.0,186,1.0,7.6493075287454,t,f,1,1,0,0,0,0,0,0,0,0,0,0,105.0
2,1.0,1.0,1.0,90,700,28,4.96,3854,206.0,4.937142857142858,2.0,2520,3.0,0.6256796264530462,t,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
6,2.0,3.0,4.0,90,1125,18,4.94,3739,261.0,4.892857142857143,18.0,1620,3.0,3.6114962951325245,t,f,1,1,0,0,0,0,0,0,0,0,0,0,176.0
2,1.0,1.0,2.0,1,3,26,4.73,3309,26.0,4.859999999999999,2.0,26,1.0,4.738715271937497,t,f,1,1,0,0,0,0,0,0,0,0,0,0,140.0
4,2.0,2.0,3.0,6,29,111,4.88,3305,24.0,4.8914285714285715,8.0,666,1.0,5.549723122958919,t,f,1,1,0,0,0,0,0,0,0,0,0,0,288.0
4,1.0,1.0,2.0,2,7,365,4.84,4890,8.0,4.872857142857143,4.0,730,2.0,5.384025712066257,f,f,1,1,0,0,0,0,0,0,0,0,0,0,109.0
4,1.0,1.0,2.0,1,1125,405,4.88,3300,9.0,4.92,4.0,405,2.0,4.222079896738727,t,f,1,1,0,0,0,0,0,0,0,0,0,0,169.0
5,1.5,3.0,4.0,90,365,48,4.83,5345,911.0,4.894285714285714,15.0,4320,0.0,6.215090029658273,f,f,1,1,0,0,0,0,0,0,0,0,0,0,182.0
4,1.0,1.0,2.0,3,45,159,4.91,3310,25.0,4.915714285714286,4.0,477,1.0,5.977307656931252,t,t,1,1,0,0,0,0,0,0,0,0,0,0,146.0
2,1.0,1.0,1.0,2,14,254,4.94,3659,8.0,4.8914285714285715,2.0,508,2.0,0.8529793977872555,t,f,1,1,0,0,0,0,0,0,0,0,0,0,208.0
6,1.0,2.0,3.0,4,90,146,4.79,3330,39.0,4.8500000000000005,12.0,584,1.0,3.908312885083476,t,f,1,1,0,0,0,0,0,0,0,0,0,0,430.0
1,1.0,2.0,1.0,90,730,42,4.62,3663,174.0,4.654285714285714,2.0,3780,0.0,6.966156497572916,t,f,1,1,0,0,0,0,0,0,0,0,0,0,54.0
2,1.0,1.0,1.0,1,14,451,4.9,5216,34.0,4.882857142857143,2.0,451,1.0,5.133309126197688,t,f,1,1,0,0,0,0,0,0,0,0,0,0,79.0
4,2.0,2.0,2.0,2,1125,369,4.87,4014,17.0,4.881428571428572,8.0,738,2.0,1.27450858017016,t,f,1,1,0,0,0,0,0,0,0,0,0,0,414.0
2,1.0,0.0,1.0,90,365,143,4.92,4648,115.0,4.910000000000001,0.0,12870,1.0,1.1010552298869556,t,f,1,0,0,0,0,0,0,0,0,0,0,0,136.0
2,1.0,1.0,1.0,2,28,83,4.86,3276,4.0,4.855714285714285,2.0,166,2.0,1.0758303495301356,t,f,1,1,0,0,0,0,0,0,0,0,0,0,223.0
3,2.0,2.0,3.0,90,365,5,5.0,5014,2501.0,4.971428571428571,6.0,450,2.0,0.8736321134374446,t,f,1,1,0,0,0,0,0,0,0,0,0,0,315.0
2,1.0,1.0,2.0,90,1125,142,4.8,3273,235.0,4.808571428571428,2.0,12780,3.0,5.068620334904604,t,t,1,1,0,0,0,0,0,0,0,0,0,0,184.0
2,1.0,0.0,1.0,90,1125,77,4.91,4235,206.0,4.885714285714286,0.0,6930,3.0,0.33390415443231963,t,f,1,1,0,0,0,0,0,0,0,0,0,0,125.0
1,1.0,0.0,1.0,91,180,62,4.61,3268,234.0,4.728571428571429,0.0,5642,3.0,0.9277003006430693,f,t,1,1,0,0,0,0,0,0,0,0,0,0,140.0
6,2.0,3.0,3.0,90,1125,16,4.94,3265,2387.0,4.888571428571429,18.0,1440,0.0,1.247950889106424,f,f,1,1,0,0,0,0,0,0,0,0,0,0,280.0
4,1.0,2.0,2.0,2,1125,380,4.81,3263,4.0,4.915714285714286,8.0,760,2.0,2.516024047413084,t,f,1,1,0,0,0,0,0,0,0,0,0,0,217.0
8,2.0,4.0,4.0,4,240,21,4.81,3330,330.0,4.835714285714286,32.0,84,2.0,3.7845577410815334,t,f,1,1,0,0,0,0,0,0,0,0,0,0,788.0
2,1.0,1.0,0.0,2,14,323,4.79,4284,9.0,4.864285714285714,2.0,646,2.0,4.021246711756151,t,f,1,1,0,0,0,0,0,0,0,0,0,0,100.0
2,1.0,1.0,1.0,29,180,114,4.88,3258,196.0,4.909999999999999,2.0,3306,0.0,0.9693785004036021,f,f,1,1,0,0,0,0,0,0,0,0,0,0,391.0
2,1.0,1.0,1.0,2,60,181,4.83,3970,10.0,4.822857142857144,2.0,362,2.0,4.278080291887825,t,t,1,1,0,0,0,0,0,0,0,0,0,0,81.0
2,1.0,2.0,2.0,4,75,134,4.78,3252,45.0,4.86,4.0,536,1.0,3.1631602583344125,t,f,1,1,0,0,0,0,0,0,0,0,0,0,272.0
2,1.0,1.0,1.0,1,1125,80,4.64,4095,199.0,4.674285714285714,2.0,80,0.0,5.774265764644115,t,f,1,1,0,0,0,0,0,0,0,0,0,0,82.0
4,1.0,1.0,4.0,1,1125,191,4.65,3246,27.0,4.705714285714286,4.0,191,1.0,6.30129292838034,t,f,1,1,0,0,0,0,0,0,0,0,0,0,160.0
4,1.0,2.0,2.0,6,180,33,4.88,3519,191.0,4.884285714285715,8.0,198,0.0,7.914189794727594,f,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
2,1.5,1.0,1.0,7,90,120,4.82,4278,9.0,4.8342857142857145,2.0,840,2.0,4.053220014415585,t,f,1,1,0,0,0,0,0,0,0,0,0,0,109.0
4,1.0,2.0,2.0,3,30,284,4.9,4033,14.0,4.9142857142857155,8.0,852,2.0,4.2199882898146965,t,f,1,1,0,0,0,0,0,0,0,0,0,0,275.0
2,1.5,1.0,1.0,6,90,110,4.81,4278,14.0,4.83,2.0,660,2.0,4.204692600989454,t,f,1,1,0,0,0,0,0,0,0,0,0,0,87.0
1,1.0,1.0,1.0,90,365,16,4.81,3240,197.0,4.831428571428572,1.0,1440,0.0,4.285600091595525,t,f,1,1,0,0,0,0,0,0,0,0,0,0,70.0
2,1.5,1.0,1.0,3,6,273,4.92,3276,281.0,4.914285714285714,2.0,819,3.0,2.1329628601455126,t,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
2,1.0,1.0,1.0,90,730,11,5.0,3239,220.0,4.961428571428572,2.0,990,3.0,0.6592853330912554,f,f,1,1,0,0,0,0,0,0,0,0,0,0,230.0
2,1.0,1.0,1.0,3,10,119,4.92,4693,9.0,4.909999999999999,2.0,357,2.0,4.276282345136162,t,f,1,1,0,0,0,0,0,0,0,0,0,0,126.0
2,1.0,1.0,1.0,1,365,232,4.73,4084,24.0,4.752857142857144,2.0,232,1.0,6.660405305091881,t,f,1,1,0,0,0,0,0,0,0,0,0,0,102.0
2,1.0,1.0,1.0,3,120,293,4.95,3276,18.0,4.922857142857143,2.0,879,2.0,2.088513794764387,t,f,1,1,0,0,0,0,0,0,0,0,0,0,132.0
2,1.0,1.0,1.0,90,1125,290,4.71,3273,54.0,4.791428571428571,2.0,26100,1.0,5.093005935972064,t,f,1,1,0,0,0,0,0,0,0,0,0,0,136.0
5,2.0,2.0,2.0,3,60,95,4.96,3952,10.0,4.905714285714287,10.0,285,2.0,1.04285342604505,t,f,1,1,0,0,0,0,0,0,0,0,0,0,375.0
1,1.0,1.0,1.0,4,89,124,4.85,3252,12.0,4.887142857142857,1.0,496,2.0,3.1636601549942234,t,f,1,1,0,0,0,0,0,0,0,0,0,0,206.0
4,1.0,2.0,2.0,90,1125,251,4.85,4192,262.0,4.875714285714286,8.0,22590,3.0,3.891414417876375,f,f,1,1,0,0,0,0,0,0,0,0,0,0,199.0
2,1.0,1.0,1.0,90,365,102,4.67,4084,665.0,4.729999999999999,2.0,9180,2.0,6.737060178525842,t,f,1,1,0,0,0,0,0,0,0,0,0,0,45.0
2,1.0,1.0,1.0,3,1125,194,4.89,4295,8.0,4.845714285714285,2.0,582,2.0,2.385406157421923,t,f,1,1,0,0,0,0,0,0,0,0,0,0,237.0
2,1.0,1.0,1.0,90,365,68,4.62,4084,69.0,4.644285714285714,2.0,6120,1.0,6.780359972497945,t,f,1,1,0,0,0,0,0,0,0,0,0,0,45.0
5,2.0,3.0,5.0,2,14,21,4.86,4320,198.0,4.821428571428571,15.0,42,0.0,3.2715061535188674,f,f,1,1,0,0,0,0,0,0,0,0,0,0,750.0
2,1.0,1.0,1.0,90,1120,30,4.9,3854,143.0,4.881428571428572,2.0,2700,0.0,0.897077217089629,t,f,1,1,0,0,0,0,0,0,0,0,0,0,123.0
4,1.0,1.0,2.0,1,29,43,4.86,3335,8.0,4.887142857142856,4.0,43,2.0,7.552228727638094,t,f,1,1,0,0,0,0,0,0,0,0,0,0,154.0
6,2.0,2.0,3.0,2,365,124,4.98,4411,198.0,4.9557142857142855,12.0,248,0.0,3.436337869454566,t,f,1,1,0,0,0,0,0,0,0,0,0,0,480.0
4,1.0,2.0,3.0,1,180,343,4.96,4727,5.0,4.9557142857142855,8.0,343,2.0,4.756922325289469,t,f,1,1,0,0,0,0,0,0,0,0,0,0,224.0
4,1.0,2.0,3.0,3,30,352,4.86,3259,21.0,4.877142857142857,8.0,1056,2.0,4.896671754002053,t,f,1,1,0,0,0,0,0,0,0,0,0,0,215.0
4,1.0,2.0,3.0,2,100,15,4.67,3714,18.0,4.79,8.0,30,2.0,6.1780740205930105,f,t,1,1,0,0,0,0,0,0,0,0,0,0,240.0
2,1.0,1.0,1.0,2,1125,139,4.91,3205,6.0,4.884285714285714,2.0,278,2.0,9.053003475814428,t,f,1,1,0,0,0,0,0,0,0,0,0,0,71.0
1,1.0,1.0,1.0,30,1125,137,4.93,3205,64.0,4.890000000000001,1.0,4110,1.0,9.233742900881431,t,f,1,1,0,0,0,0,0,0,0,0,0,0,69.0
2,1.0,1.0,1.0,3,90,22,4.73,3204,21.0,4.6499999999999995,2.0,66,2.0,6.071889750498856,t,f,1,1,0,0,0,0,0,0,0,0,0,0,81.0
3,1.0,2.0,2.0,90,1125,6,4.83,3204,2838.0,4.927142857142857,6.0,540,3.0,0.18887622087277306,f,f,1,1,0,0,0,0,0,0,0,0,0,0,197.0
