accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,host_age_days,days_since_last_review,avg_review_score,accommodates_bedrooms,min_nights_reviews,season,distance_to_center_km,host_is_superhost,instant_bookable,host_has_profile_pic_binary,host_identity_verified_binary,Has_Wifi,Has_Kitchen,Has_Heating,Has_TV,Has_Essentials,Has_Hair_Dryer,Has_Iron,Has_Free_Parking,Has_Hangers,Has_Laptop_Friendly_Workspace,price
3,1.0,1.0,2.0,2,28,66,4.92,3331,4.0,4.897142857142856,3.0,132,2.0,5.777300560363048,t,f,1,1,0,0,0,0,0,0,0,0,0,0,126.0
4,1.0,1.0,2.0,90,180,69,5.0,1299,19.0,4.948571428571428,4.0,6210,2.0,7.301336526171351,t,f,1,1,0,0,0,0,0,0,0,0,0,0,142.0
2,1.0,0.0,1.0,90,365,10,4.8,2387,23.0,4.771428571428572,0.0,900,2.0,2.3488638106833255,f,t,1,1,0,0,0,0,0,0,0,0,0,0,115.0
2,1.0,0.0,1.0,90,365,3,5.0,1198,134.0,4.905714285714287,0.0,270,0.0,0.7455552711330127,t,f,1,1,0,0,0,0,0,0,0,0,0,0,120.0
2,1.0,1.0,1.0,1,29,19,4.53,2591,51.0,4.751428571428571,2.0,19,1.0,5.7309972013212045,f,t,1,1,0,0,0,0,0,0,0,0,0,0,97.0
2,1.0,1.0,1.0,90,365,0,4.89,3189,0.0,4.892857142857143,2.0,0,,0.456264878391736,t,f,1,1,0,0,0,0,0,0,0,0,0,0,154.0
2,1.0,1.0,1.0,90,365,4,4.75,2647,50.0,4.857142857142857,2.0,360,1.0,0.7167114342475434,t,t,1,1,0,0,0,0,0,0,0,0,0,0,222.0
3,1.0,1.0,1.0,90,120,1,5.0,3865,116.0,5.0,3.0,90,0.0,1.1336068033846733,f,f,1,1,0,0,0,0,0,0,0,0,0,0,152.0
10,4.0,4.0,4.0,4,31,29,4.79,3597,19.0,4.784285714285714,40.0,116,2.0,7.003979376083371,f,f,1,1,0,0,0,0,0,0,0,0,0,0,589.0
5,2.0,3.0,3.0,2,14,73,5.0,3317,6.0,4.921428571428571,15.0,146,2.0,1.0106220269242887,t,f,1,1,0,0,0,0,0,0,0,0,0,0,519.0
4,1.0,2.0,2.0,3,1125,48,4.98,3396,10.0,4.921428571428572,8.0,144,2.0,5.375849927926874,f,f,1,1,0,0,0,0,0,0,0,0,0,0,264.0
4,1.0,2.0,2.0,90,365,0,4.89,4828,0.0,4.892857142857143,8.0,0,,4.784589915291381,f,f,1,1,0,0,0,0,0,0,0,0,0,0,165.0
2,1.0,1.0,1.0,2,365,13,4.77,2636,30.0,4.67,2.0,26,1.0,5.0308388086328195,t,f,1,1,0,0,0,0,0,0,0,0,0,0,68.0
4,1.0,2.0,2.0,90,365,1,3.0,2363,663.0,3.857142857142857,8.0,90,2.0,0.9234643511650081,f,f,1,0,0,0,0,0,0,0,0,0,0,0,140.0
2,1.0,0.0,2.0,2,365,125,4.91,3190,14.0,4.86,0.0,250,2.0,1.2404350886361983,t,f,1,1,0,0,0,0,0,0,0,0,0,0,184.0
6,1.0,2.0,3.0,1,650,60,4.82,3109,7.0,4.815714285714286,12.0,60,2.0,3.6742449103314616,f,f,1,1,0,0,0,0,0,0,0,0,0,0,333.0
9,2.5,4.0,5.0,90,1125,87,4.82,1147,11.0,4.798571428571429,36.0,7830,2.0,0.5145943676530644,t,f,1,1,0,0,0,0,0,0,0,0,0,0,520.0
2,1.5,1.0,1.0,1,20,25,5.0,3318,25.0,4.965714285714285,2.0,25,1.0,5.808574097753291,t,f,1,1,0,0,0,0,0,0,0,0,0,0,129.0
4,1.0,2.0,2.0,2,30,76,4.83,3406,31.0,4.867142857142857,8.0,152,1.0,3.67596350741999,f,t,1,1,0,0,0,0,0,0,0,0,0,0,514.0
8,3.5,5.0,6.0,1,89,1,1.0,755,670.0,1.8571428571428572,40.0,1,2.0,5.346768487905645,f,f,1,1,0,0,0,0,0,0,0,0,0,0,640.0
5,1.5,2.0,4.0,1,30,49,4.98,2554,12.0,4.937142857142858,10.0,49,2.0,6.709352131853403,t,f,1,1,0,0,0,0,0,0,0,0,0,0,181.0
3,1.0,1.0,2.0,90,365,53,4.89,755,308.0,4.9,3.0,4770,2.0,2.138558847627344,f,f,1,1,0,0,0,0,0,0,0,0,0,0,118.0
1,1.0,1.0,1.0,1,60,33,4.94,3359,51.0,4.922857142857143,1.0,33,1.0,8.180703615697759,t,f,1,1,0,0,0,0,0,0,0,0,0,0,108.0
2,1.0,1.0,1.0,1,365,9,4.44,1952,21.0,4.572857142857143,2.0,9,2.0,6.233660703482089,f,t,1,1,0,0,0,0,0,0,0,0,0,0,74.0
4,2.0,2.0,2.0,90,365,3,5.0,1033,199.0,4.858571428571429,8.0,270,0.0,1.0008346667526342,t,f,1,1,0,0,0,0,0,0,0,0,0,0,160.0
3,1.0,0.0,2.0,90,365,110,4.59,3823,22.0,4.635714285714285,0.0,9900,2.0,0.6660208526221588,f,t,1,1,0,0,0,0,0,0,0,0,0,0,251.0
2,1.0,1.0,0.0,90,90,0,4.89,4277,0.0,4.892857142857143,2.0,0,,1.15719001021237,f,f,1,1,0,0,0,0,0,0,0,0,0,0,200.0
4,1.0,1.0,1.0,90,365,0,4.89,2363,0.0,4.892857142857143,4.0,0,,0.7845651990069589,f,f,1,0,0,0,0,0,0,0,0,0,0,0,92.0
2,1.0,1.0,1.0,90,365,12,4.83,2387,378.0,4.905714285714287,2.0,1080,2.0,2.8916208671004577,f,t,1,1,0,0,0,0,0,0,0,0,0,0,126.0
4,1.0,1.0,1.0,90,365,0,4.89,3448,0.0,4.892857142857143,4.0,0,,0.8412033162317776,f,f,1,1,0,0,0,0,0,0,0,0,0,0,165.0
2,1.0,1.0,1.0,360,730,96,4.7,2272,325.0,4.715714285714285,2.0,34560,2.0,7.658017361825424,f,f,1,1,0,0,0,0,0,0,0,0,0,0,105.0
6,1.5,3.0,3.0,1,365,55,4.98,3396,5.0,4.937142857142858,18.0,55,2.0,4.142466695576734,t,f,1,0,0,0,0,0,0,0,0,0,0,0,340.0
4,1.0,1.0,2.0,90,365,32,4.88,1134,87.0,4.807142857142857,4.0,2880,1.0,2.641142629007821,f,t,1,1,0,0,0,0,0,0,0,0,0,0,331.0
4,1.0,2.0,2.0,3,60,6,4.83,5172,49.0,4.902857142857143,8.0,18,1.0,4.898219286598041,f,f,1,1,0,0,0,0,0,0,0,0,0,0,433.0
4,2.0,2.0,2.0,30,700,11,4.91,3908,37.0,4.805714285714286,8.0,330,1.0,1.0328274980046157,t,f,1,1,0,0,0,0,0,0,0,0,0,0,305.0
3,1.0,1.0,2.0,1,365,1,2.0,2462,756.0,2.857142857142857,3.0,1,1.0,4.004700879515656,f,f,1,1,0,0,0,0,0,0,0,0,0,0,82.0
6,2.0,2.0,3.0,3,365,81,4.93,4724,6.0,4.918571428571428,12.0,243,2.0,0.9129422370303345,t,f,1,1,0,0,0,0,0,0,0,0,0,0,572.0
4,1.0,2.0,3.0,2,90,11,4.36,747,15.0,4.532857142857143,8.0,22,2.0,3.7275045316485222,f,f,1,1,0,0,0,0,0,0,0,0,0,0,169.0
6,2.0,2.0,3.0,2,365,45,4.8,2132,9.0,4.817142857142857,12.0,90,2.0,0.5218394120738072,t,t,1,1,0,0,0,0,0,0,0,0,0,0,437.0
7,2.0,3.0,6.0,4,730,71,4.89,774,15.0,4.842857142857143,21.0,284,2.0,7.6042353059402945,t,f,1,1,0,0,0,0,0,0,0,0,0,0,250.0
6,2.0,2.0,4.0,3,90,57,4.89,746,5.0,4.887142857142857,12.0,171,2.0,5.91891996721874,t,f,1,1,0,0,0,0,0,0,0,0,0,0,249.0
4,1.0,2.0,3.0,2,31,51,4.78,2219,155.0,4.821428571428571,8.0,102,0.0,4.8135594656607985,f,f,1,1,0,0,0,0,0,0,0,0,0,0,367.0
2,1.0,1.0,1.0,2,120,68,4.91,3577,9.0,4.82,2.0,136,2.0,0.9673150535043584,f,f,1,1,0,0,0,0,0,0,0,0,0,0,227.0
4,1.0,2.0,3.0,28,180,4,4.25,750,24.0,4.071428571428571,8.0,112,1.0,2.8782261381326446,f,f,1,1,0,0,0,0,0,0,0,0,0,0,159.0
4,1.0,2.0,3.0,2,28,51,4.88,865,36.0,4.928571428571429,8.0,102,1.0,3.758415138462427,t,f,1,1,0,0,0,0,0,0,0,0,0,0,302.0
4,1.0,2.0,2.0,90,365,0,4.89,2363,0.0,4.892857142857143,8.0,0,,0.9263377101336742,f,f,1,0,0,0,0,0,0,0,0,0,0,0,140.0
2,1.0,2.0,1.0,90,300,2,5.0,2196,248.0,4.857142857142857,4.0,180,3.0,2.711308606898872,f,f,1,1,0,0,0,0,0,0,0,0,0,0,228.0
8,2.5,3.0,3.0,2,365,68,4.84,2535,22.0,4.761428571428572,24.0,136,2.0,9.023115679391083,f,f,1,1,0,0,0,0,0,0,0,0,0,0,435.0
2,1.0,1.0,1.0,2,365,31,4.84,3734,65.0,4.845714285714286,2.0,62,1.0,1.330635484505363,t,f,1,1,0,0,0,0,0,0,0,0,0,0,191.0
8,2.0,3.0,4.0,3,28,115,4.92,756,6.0,4.927142857142857,24.0,345,2.0,5.666315312380615,t,f,1,1,0,0,0,0,0,0,0,0,0,0,223.0
2,1.0,0.0,2.0,2,30,61,4.95,3301,22.0,4.8514285714285705,0.0,122,2.0,1.2614432467691499,t,f,1,1,0,0,0,0,0,0,0,0,0,0,350.0
4,2.5,2.0,3.0,30,365,35,4.83,2868,134.0,4.808571428571428,8.0,1050,0.0,0.27288194506001134,f,f,1,1,0,0,0,0,0,0,0,0,0,0,554.0
4,2.0,2.0,2.0,1,90,18,5.0,800,296.0,4.975714285714285,8.0,18,3.0,0.8164232360665086,t,f,1,1,0,0,0,0,0,0,0,0,0,0,597.0
4,2.0,2.0,2.0,91,180,0,4.89,2261,0.0,4.892857142857143,8.0,0,,1.1368259511138834,f,f,1,1,0,0,0,0,0,0,0,0,0,0,200.0
4,1.0,2.0,2.0,2,30,0,4.89,2463,0.0,4.892857142857143,8.0,0,,4.808136793589442,f,f,1,1,0,0,0,0,0,0,0,0,0,0,143.0
4,1.0,3.0,3.0,90,120,2,5.0,3532,673.0,5.0,12.0,180,2.0,5.05099591676628,f,f,1,1,0,0,0,0,0,0,0,0,0,0,126.0
4,1.5,2.0,2.0,90,180,3,5.0,2801,328.0,5.0,8.0,270,2.0,4.2108649457604175,f,f,1,0,0,0,0,0,0,0,0,0,0,0,150.0
2,1.0,1.0,1.0,2,365,39,4.79,2878,45.0,4.801428571428572,2.0,78,1.0,0.36790953491205364,f,f,1,1,0,0,0,0,0,0,0,0,0,0,320.0
2,1.0,1.0,1.0,90,365,3,4.67,2387,479.0,4.7628571428571425,2.0,270,1.0,2.4407889528418694,f,t,1,1,0,0,0,0,0,0,0,0,0,0,131.0
6,2.0,3.0,3.0,3,365,64,5.0,2691,20.0,4.957142857142856,18.0,192,2.0,0.3565723913996871,t,f,1,1,0,0,0,0,0,0,0,0,0,0,1365.0
4,2.0,2.0,2.0,2,365,0,4.89,739,0.0,4.892857142857143,8.0,0,,4.429274178991737,f,t,1,1,0,0,0,0,0,0,0,0,0,0,182.0
3,1.0,1.0,2.0,1,89,165,4.81,738,19.0,4.847142857142857,3.0,165,2.0,7.504747147196089,t,t,1,1,0,0,0,0,0,0,0,0,0,0,120.0
2,1.0,1.0,1.0,1,30,172,4.95,737,21.0,4.8999999999999995,2.0,172,2.0,6.277913233805741,t,f,1,1,0,0,0,0,0,0,0,0,0,0,86.0
4,2.0,2.0,2.0,1,1125,78,4.88,736,23.0,4.9,8.0,78,2.0,6.118343673345774,t,f,1,1,0,0,0,0,0,0,0,0,0,0,188.0
11,2.0,4.0,6.0,1,1125,62,4.77,763,19.0,4.772857142857142,44.0,62,2.0,7.624924532110456,t,t,1,1,0,0,0,0,0,0,0,0,0,0,284.0
4,1.0,1.0,1.0,2,28,36,4.83,735,16.0,4.895714285714285,4.0,72,2.0,7.4437271735211255,t,f,1,1,0,0,0,0,0,0,0,0,0,0,138.0
9,2.5,3.0,3.0,2,27,15,4.07,741,21.0,4.171428571428572,27.0,30,2.0,6.8773371250480295,f,t,0,1,0,0,0,0,0,0,0,0,0,0,616.0
2,1.0,1.0,1.0,2,30,94,4.86,4493,8.0,4.8914285714285715,2.0,188,2.0,5.2912196123256425,t,f,1,1,0,0,0,0,0,0,0,0,0,0,162.0
7,2.0,3.0,4.0,1,30,39,4.95,956,9.0,4.8914285714285715,21.0,39,2.0,5.281071608739196,t,f,0,1,0,0,0,0,0,0,0,0,0,0,336.0
2,1.0,1.0,1.0,90,1125,15,4.8,854,287.0,4.667142857142857,2.0,1350,3.0,8.654424842618436,f,f,1,1,0,0,0,0,0,0,0,0,0,0,143.0
8,2.0,3.0,4.0,1,30,34,4.88,733,5.0,4.901428571428572,24.0,34,2.0,7.177456823793443,t,f,1,1,0,0,0,0,0,0,0,0,0,0,287.0
4,2.0,2.0,2.0,90,365,0,4.89,741,0.0,4.892857142857143,8.0,0,,5.831753349279866,f,t,1,1,0,0,0,0,0,0,0,0,0,0,999.0
2,1.0,1.0,1.0,2,2,96,4.88,3265,8.0,4.85,2.0,192,2.0,0.42048522801420124,t,f,1,1,0,0,0,0,0,0,0,0,0,0,291.0
4,1.0,1.0,2.0,90,730,67,4.75,731,31.0,4.692857142857143,4.0,6030,1.0,1.202467100186277,f,f,1,1,0,0,0,0,0,0,0,0,0,0,186.0
3,1.0,1.0,1.0,90,365,90,4.72,2301,16.0,4.717142857142856,3.0,8100,2.0,7.420387734749064,f,f,1,1,0,0,0,0,0,0,0,0,0,0,149.0
4,1.5,2.0,2.0,2,1125,41,4.95,731,9.0,4.951428571428572,8.0,82,2.0,7.632366409235075,t,f,0,1,0,0,0,0,0,0,0,0,0,0,181.0
7,2.5,3.0,4.0,90,730,4,4.75,1188,658.0,4.821428571428571,21.0,360,3.0,2.5566902084618284,f,t,1,1,0,0,0,0,0,0,0,0,0,0,899.0
4,1.0,1.0,2.0,2,1125,81,4.93,1989,23.0,4.908571428571428,4.0,162,2.0,0.7988638173106767,t,f,1,1,0,0,0,0,0,0,0,0,0,0,323.0
8,3.0,4.0,4.0,3,29,48,5.0,731,16.0,4.975714285714285,32.0,144,2.0,3.8427554044333223,t,f,1,1,0,0,0,0,0,0,0,0,0,0,724.0
4,2.0,2.0,3.0,90,365,43,4.93,2721,67.0,4.887142857142857,8.0,3870,1.0,5.736428864742915,f,f,1,1,0,0,0,0,0,0,0,0,0,0,190.0
2,1.0,1.0,2.0,3,14,121,4.95,3339,8.0,4.941428571428571,2.0,363,2.0,1.7948583086431056,t,t,1,1,0,0,0,0,0,0,0,0,0,0,278.0
6,1.5,3.0,3.0,4,365,42,4.98,1113,9.0,4.9471428571428575,18.0,168,2.0,4.836727348249272,t,f,1,1,0,0,0,0,0,0,0,0,0,0,379.0
3,1.0,2.0,2.0,1,365,51,4.84,729,28.0,4.855714285714286,6.0,51,1.0,0.41308112914064743,t,t,1,1,0,0,0,0,0,0,0,0,0,0,370.0
6,2.5,5.0,5.0,90,365,3,5.0,728,355.0,4.857142857142857,30.0,270,2.0,6.742432293355468,t,f,1,1,0,0,0,0,0,0,0,0,0,0,400.0
4,1.5,2.0,2.0,90,180,49,4.82,4701,25.0,4.841428571428572,8.0,4410,1.0,1.043299417712024,f,f,1,1,0,0,0,0,0,0,0,0,0,0,200.0
6,3.0,3.0,3.0,3,28,67,5.0,2464,9.0,4.965714285714285,18.0,201,2.0,4.147513428563069,t,f,1,1,0,0,0,0,0,0,0,0,0,0,755.0
2,1.0,0.0,1.0,2,28,51,4.61,728,16.0,4.698571428571429,0.0,102,2.0,2.8573164505093316,f,f,1,1,0,0,0,0,0,0,0,0,0,0,202.0
6,2.0,3.0,4.0,1,30,113,4.65,1823,20.0,4.675714285714286,18.0,113,2.0,0.8402930642000239,f,t,1,1,0,0,0,0,0,0,0,0,0,0,256.0
6,3.0,3.0,3.0,1,15,4,3.0,1027,66.0,3.5714285714285716,18.0,4,1.0,4.8547983663917345,f,f,1,1,0,0,0,0,0,0,0,0,0,0,391.0
2,1.5,2.0,2.0,90,365,3,5.0,3033,327.0,5.0,4.0,270,2.0,6.044520093833476,f,f,1,1,0,0,0,0,0,0,0,0,0,0,110.0
8,3.0,3.0,3.0,1,30,100,4.89,1823,23.0,4.844285714285715,24.0,100,2.0,7.776183980574696,f,f,1,1,0,0,0,0,0,0,0,0,0,0,270.0
4,1.0,1.0,2.0,90,365,43,4.7,2211,87.0,4.724285714285714,4.0,3870,1.0,0.9972012878496899,f,f,1,1,0,0,0,0,0,0,0,0,0,0,133.0
2,1.0,0.0,1.0,90,365,7,4.43,2099,88.0,4.427142857142857,0.0,630,1.0,6.186069317290093,f,f,1,1,0,0,0,0,0,0,0,0,0,0,70.0
3,1.0,1.0,2.0,2,365,76,4.72,725,10.0,4.782857142857142,3.0,152,2.0,0.33703982678311895,t,t,1,1,0,0,0,0,0,0,0,0,0,0,361.0
2,1.0,1.0,1.0,1,15,2,2.5,1027,337.0,3.4285714285714284,2.0,2,2.0,4.90338082440313,f,f,1,1,0,0,0,0,0,0,0,0,0,0,147.0
2,3.0,1.0,1.0,90,365,54,4.43,3672,11.0,4.491428571428571,2.0,4860,2.0,7.826775312315761,f,f,1,1,0,0,0,0,0,0,0,0,0,0,96.0
2,2.0,1.0,2.0,90,365,0,4.89,4079,0.0,4.892857142857143,2.0,0,,1.086553731952154,f,t,1,0,0,0,0,0,0,0,0,0,0,0,316.0
2,1.0,1.0,1.0,1,15,6,4.0,1027,316.0,4.405714285714287,2.0,6,2.0,4.90338082440313,f,f,1,1,0,0,0,0,0,0,0,0,0,0,120.0
2,1.0,1.0,1.0,1,15,6,3.83,1027,8.0,4.2128571428571435,2.0,6,2.0,4.90338082440313,f,f,1,1,0,0,0,0,0,0,0,0,0,0,98.0
4,2.0,2.0,2.0,2,730,10,4.9,4130,166.0,4.857142857142857,8.0,20,0.0,1.2540042771204818,t,f,1,1,0,0,0,0,0,0,0,0,0,0,909.0
2,1.0,1.0,1.0,90,365,4,4.5,3959,156.0,4.607142857142857,2.0,360,0.0,0.7470303631195719,f,f,1,1,0,0,0,0,0,0,0,0,0,0,55.0
4,1.5,2.0,3.0,2,730,34,4.71,1453,36.0,4.698571428571428,8.0,68,1.0,6.099434009115315,f,t,1,1,0,0,0,0,0,0,0,0,0,0,180.0
2,1.0,1.0,1.0,1,1125,84,4.94,723,9.0,4.898571428571429,2.0,84,2.0,2.4009092971699717,t,f,1,1,0,0,0,0,0,0,0,0,0,0,226.0
6,1.5,2.0,3.0,1,30,145,4.82,1823,18.0,4.8514285714285705,12.0,145,2.0,4.866531923215437,f,f,1,1,0,0,0,0,0,0,0,0,0,0,186.0
4,1.5,2.0,2.0,4,365,15,5.0,1817,26.0,4.904285714285714,8.0,60,1.0,1.2416030954009523,t,f,1,1,0,0,0,0,0,0,0,0,0,0,495.0
2,1.0,1.0,1.0,90,1125,3,5.0,3320,449.0,5.0,2.0,270,1.0,0.9017355942087255,t,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
2,1.0,1.0,1.0,90,365,17,4.41,3309,638.0,4.537142857142857,2.0,1530,3.0,8.267589580604369,f,f,1,1,0,0,0,0,0,0,0,0,0,0,112.0
2,1.0,1.0,1.0,2,89,88,4.89,3294,19.0,4.872857142857143,2.0,176,2.0,7.1200845912161235,t,f,1,0,0,0,0,0,0,0,0,0,0,0,88.0
8,1.0,3.0,4.0,1,110,18,4.5,2998,14.0,4.571428571428571,24.0,18,2.0,7.509072901497296,f,f,1,1,0,0,0,0,0,0,0,0,0,0,225.0
2,1.5,1.0,1.0,90,365,4,5.0,720,324.0,4.964285714285714,2.0,360,2.0,0.8560842164477998,t,f,1,1,0,0,0,0,0,0,0,0,0,0,68.0
4,2.0,2.0,2.0,90,365,26,4.77,2387,54.0,4.748571428571428,8.0,2340,1.0,1.131681665644341,f,t,1,1,0,0,0,0,0,0,0,0,0,0,177.0
2,1.0,1.0,1.0,90,365,3,5.0,3720,402.0,5.0,2.0,270,1.0,1.7145407241144766,f,f,1,1,0,0,0,0,0,0,0,0,0,0,80.0
4,1.0,2.0,2.0,90,365,9,5.0,2721,283.0,4.905714285714287,8.0,810,3.0,5.685113329813836,f,f,1,1,0,0,0,0,0,0,0,0,0,0,143.0
4,1.0,2.0,3.0,2,30,52,4.83,3220,29.0,4.858571428571429,8.0,104,1.0,4.812770706524699,t,f,1,1,0,0,0,0,0,0,0,0,0,0,259.0
2,1.0,1.0,1.0,90,365,17,4.94,2387,80.0,4.9399999999999995,2.0,1530,1.0,3.0095399050923577,f,t,1,1,0,0,0,0,0,0,0,0,0,0,143.0
4,1.0,2.0,2.0,2,31,61,4.97,1371,4.0,4.9557142857142855,8.0,122,2.0,4.119533598245383,f,f,1,1,0,0,0,0,0,0,0,0,0,0,375.0
2,1.0,1.0,1.0,2,21,81,4.94,715,5.0,4.904285714285714,2.0,162,2.0,1.0559584190398241,t,f,1,1,0,0,0,0,0,0,0,0,0,0,289.0
3,1.0,2.0,2.0,2,700,35,4.83,2426,30.0,4.748571428571428,6.0,70,1.0,2.0286079540004454,f,f,1,1,0,0,0,0,0,0,0,0,0,0,251.0
2,1.0,1.0,1.0,90,120,83,4.67,713,116.0,4.691428571428572,2.0,7470,0.0,2.1049190443872514,f,f,1,1,0,0,0,0,0,0,0,0,0,0,103.0
2,1.0,1.0,1.0,1,31,88,4.91,5586,15.0,4.881428571428572,2.0,88,2.0,7.407202385431271,t,f,1,1,0,0,0,0,0,0,0,0,0,0,170.0
4,1.0,1.0,3.0,1,1125,184,4.88,712,7.0,4.847142857142857,4.0,184,2.0,2.4290386638115455,t,f,1,1,0,0,0,0,0,0,0,0,0,0,283.0
4,1.0,1.0,2.0,3,35,77,4.65,957,25.0,4.701428571428571,4.0,231,1.0,1.0559584190398241,,f,1,1,0,0,0,0,0,0,0,0,0,0,199.0
4,1.0,1.0,2.0,2,20,38,4.97,3396,10.0,4.942857142857143,4.0,76,2.0,6.445411875056768,t,f,1,1,0,0,0,0,0,0,0,0,0,0,161.0
2,1.0,1.0,1.0,2,365,34,4.97,2999,16.0,4.965714285714285,2.0,68,2.0,6.233099857924557,t,f,1,1,0,0,0,0,0,0,0,0,0,0,225.0
8,2.0,3.0,4.0,1,365,118,4.96,909,5.0,4.942857142857143,24.0,118,2.0,4.444864294690996,t,t,1,1,0,0,0,0,0,0,0,0,0,0,303.0
2,1.0,1.0,1.0,3,365,76,4.99,4016,12.0,4.9799999999999995,2.0,228,2.0,3.4452303972397034,t,f,1,1,0,0,0,0,0,0,0,0,0,0,218.0
2,1.0,1.0,1.0,1,365,138,4.75,710,4.0,4.7700000000000005,2.0,138,2.0,4.435568257751541,t,f,1,1,0,0,0,0,0,0,0,0,0,0,146.0
3,1.0,1.0,2.0,90,365,5,5.0,3227,476.0,5.0,3.0,450,1.0,4.311296902663353,f,f,1,1,0,0,0,0,0,0,0,0,0,0,95.0
4,1.0,2.0,2.0,1,30,43,4.6,1823,21.0,4.715714285714285,8.0,43,2.0,6.529276604517986,f,t,1,1,0,0,0,0,0,0,0,0,0,0,149.0
1,1.5,1.0,1.0,90,365,0,4.89,2621,0.0,4.892857142857143,1.0,0,,0.9136062739347408,f,f,1,1,0,0,0,0,0,0,0,0,0,0,289.0
2,1.0,1.0,1.0,90,600,0,4.89,3196,0.0,4.892857142857143,2.0,0,,2.6781649342868437,f,f,1,1,0,0,0,0,0,0,0,0,0,0,105.0
2,1.0,1.0,1.0,90,365,1,4.0,3959,297.0,4.285714285714286,2.0,90,2.0,0.7059841138793947,f,f,1,1,0,0,0,0,0,0,0,0,0,0,55.0
2,1.5,1.0,1.0,90,365,1,5.0,720,612.0,5.0,2.0,90,3.0,0.7848970098384505,t,f,1,1,0,0,0,0,0,0,0,0,0,0,100.0
2,1.0,1.0,1.0,3,1125,32,4.84,1494,7.0,4.862857142857143,2.0,96,2.0,2.5786027834458536,f,t,1,1,0,0,0,0,0,0,0,0,0,0,293.0
7,4.0,3.0,5.0,2,29,30,4.97,709,50.0,4.92,21.0,60,1.0,5.056982912626898,t,f,1,1,0,0,0,0,0,0,0,0,0,0,788.0
2,1.0,1.0,1.0,90,365,3,4.33,3988,294.0,4.808571428571428,2.0,270,3.0,2.7160676456613233,f,f,1,1,0,0,0,0,0,0,0,0,0,0,118.0
3,1.0,1.0,1.0,1,365,66,4.76,3328,22.0,4.7942857142857145,3.0,66,2.0,0.6046569350088116,f,t,1,1,0,0,0,0,0,0,0,0,0,0,396.0
4,1.0,2.0,2.0,3,60,35,4.94,707,12.0,4.908571428571428,8.0,105,2.0,5.966372384221893,t,f,1,1,0,0,0,0,0,0,0,0,0,0,216.0
2,1.0,1.0,1.0,90,365,2,5.0,3421,66.0,5.0,2.0,180,1.0,0.8093588697729223,,f,1,1,0,0,0,0,0,0,0,0,0,0,120.0
4,1.0,1.0,2.0,2,21,82,4.9,4035,4.0,4.885714285714286,4.0,164,2.0,4.3833499298016285,t,t,1,1,0,0,0,0,0,0,0,0,0,0,247.0
4,2.0,2.0,2.0,1,1125,86,4.9,3550,35.0,4.8428571428571425,8.0,86,1.0,0.9781043804147307,t,f,1,1,0,0,0,0,0,0,0,0,0,0,571.0
2,1.0,1.0,1.0,1,5,30,5.0,4404,4.0,4.975714285714285,2.0,30,2.0,4.156629927642697,f,f,1,1,0,0,0,0,0,0,0,0,0,0,225.0
12,4.0,7.0,7.0,2,365,45,4.89,2472,17.0,4.937142857142858,84.0,90,2.0,5.2138503374773455,t,t,1,1,0,0,0,0,0,0,0,0,0,0,523.0
4,1.0,2.0,2.0,2,30,90,4.89,3179,44.0,4.8342857142857145,8.0,180,1.0,0.3698928243984531,t,t,1,1,0,0,0,0,0,0,0,0,0,0,354.0
3,1.0,0.0,2.0,1,30,90,4.54,3609,35.0,4.660000000000001,0.0,90,1.0,2.494200898967791,f,f,1,1,0,0,0,0,0,0,0,0,0,0,130.0
2,1.0,1.0,1.0,90,365,2,5.0,3505,579.0,5.0,2.0,180,3.0,0.7335321222529047,f,f,1,1,0,0,0,0,0,0,0,0,0,0,182.0
4,1.5,2.0,2.0,90,365,0,4.89,720,0.0,4.892857142857143,8.0,0,,0.7284534095811988,t,f,1,1,0,0,0,0,0,0,0,0,0,0,160.0
5,1.0,2.0,4.0,1,365,157,4.9,3849,4.0,4.895714285714286,10.0,157,2.0,8.267563785673286,t,f,1,1,0,0,0,0,0,0,0,0,0,0,124.0
4,1.0,1.0,2.0,2,90,43,4.98,3794,5.0,4.924285714285714,4.0,86,2.0,3.8045267217353826,t,f,1,1,0,0,0,0,0,0,0,0,0,0,229.0
6,2.0,3.0,3.0,2,365,31,4.32,3163,51.0,4.3585714285714285,18.0,62,1.0,6.841944693511899,f,f,1,1,0,0,0,0,0,0,0,0,0,0,288.0
3,1.0,0.0,2.0,1,1125,74,4.95,2332,16.0,4.851428571428571,0.0,74,2.0,1.0886766033047666,t,f,1,1,0,0,0,0,0,0,0,0,0,0,298.0
2,1.0,1.0,1.0,1,365,6,4.67,5010,395.0,4.597142857142857,2.0,6,1.0,5.783372406620557,f,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
4,1.0,2.0,2.0,1,1125,62,4.98,4010,9.0,4.938571428571429,8.0,62,2.0,6.103330441958112,t,t,1,1,0,0,0,0,0,0,0,0,0,0,266.0
10,4.5,4.0,4.0,2,31,10,5.0,702,330.0,4.928571428571429,40.0,20,2.0,8.529573607305641,t,f,1,1,0,0,0,0,0,0,0,0,0,0,807.0
